"x1","x2","x3","x4","class"
0.0545392716327698,0.025225201091339,0.0307905609461941,0.110933020076966,"Class 1"
-0.0116479734376263,-0.0364863270004034,0.0340542081191689,-0.0368066547105605,"Class 1"
0.0300909426301072,-0.0721656385858223,0.0226353478890668,-0.00159770657607718,"Class 1"
0.0302582035534107,0.00366426394464996,-0.0170734323023412,-0.0324255870974292,"Class 1"
0.0828045659241537,-0.0213332660103696,0.0304663180623786,-0.0413858078151927,"Class 1"
0.0583859287368352,0.0682161295825846,0.00880759922796807,-0.0327305523346267,"Class 1"
-0.0463656895540231,0.00397717769494996,0.069414080058913,-0.023277134406561,"Class 1"
-0.060229106041236,0.0329881217401279,-0.0143379136681363,-0.0545736380253432,"Class 1"
0.0372648079074804,0.104212480369328,0.0258957245568346,-0.0663150604498038,"Class 1"
0.0282110914031969,0.0258843068937326,0.00900546168112588,0.00786083825521457,"Class 1"
-0.0739552294168604,0.0172528041544155,0.0828377624893154,0.0209553251574128,"Class 1"
-0.0157843852950535,0.0364290798214327,0.0542950064940726,-0.0181720134742884,"Class 1"
0.0848552464394833,0.00602855922594445,0.0022586801882871,-0.00718725999358695,"Class 1"
-0.033745405203431,0.0149364254455136,0.0328260402558782,-0.067343152202519,"Class 1"
0.019410842016717,0.0543960934786458,0.0383512523458007,-0.0437028781233727,"Class 1"
-0.0222406864506921,-0.0729180608880852,-0.00334441904033367,0.0161609366282739,"Class 1"
-0.0286354767402811,-0.00978840880384803,-0.0446849853516977,0.00396916296138571,"Class 1"
0.0270410691843103,0.0240691919146843,0.0420905976034603,-0.002150919523208,"Class 1"
0.0425561468934883,-0.00607138143203618,-0.0150290412411853,0.124706043764943,"Class 1"
-0.0667723239630367,-0.0134226285022472,0.0331042006318744,-0.0196593233627469,"Class 1"
-0.00413442997433917,-0.00145926224382553,0.0459434308885609,-0.0287238312772793,"Class 1"
-0.00496961488479509,-0.0332289803766554,-0.0336572113858012,-0.0752544700419689,"Class 1"
0.116195242420956,0.0475858833575422,0.0202800865256121,-0.043277143751092,"Class 1"
-0.0541075454717545,-0.0585212142607022,0.102676181090872,-0.0127687456229458,"Class 1"
-0.0146519959795909,-0.0804975031839802,0.0190174946164762,-0.0316912227267908,"Class 1"
-0.0392785119519784,0.0407638633432952,0.00392983672078543,0.0203971005285093,"Class 1"
0.0438105541827015,-0.0406379984475823,-0.0118220010920305,-0.0117047125210165,"Class 1"
-0.0294422429066398,-0.0356339511308684,-0.0548485619057836,-0.0415360349129704,"Class 1"
-0.0866729417330113,4.29163361533389e-05,0.0208560185158598,0.0700629329301889,"Class 1"
-0.019889648488767,0.00705089462408918,0.0249742178830419,0.0242048669864688,"Class 1"
-0.00668831292126878,-0.0475151304972485,-0.0594707653889573,-0.031804741260969,"Class 1"
-0.0788795209001225,-0.043595777961729,0.0795892237063915,-0.034645589525106,"Class 1"
-0.0134782028444432,-0.0545863266182311,-0.0311747489973851,0.0101067403484043,"Class 1"
0.10725904306268,-0.110765554926818,0.0133734496090145,-0.0212584147294994,"Class 1"
0.0211542760863752,-0.0998430628037982,-0.0142475074256351,-0.0386279757146984,"Class 1"
0.0766473542355399,0.036032199455389,-0.0715796866889285,-0.0310045827074039,"Class 1"
-0.0767330384203919,-0.0279061456777571,0.0349402594183132,-0.000530745391675216,"Class 1"
-0.0814953982822194,-0.0300169973293189,0.034898542078573,0.0200100728951824,"Class 1"
-0.0191185760143142,-0.0277270434314352,-0.0642800274269213,0.0577057887304318,"Class 1"
0.0785635744718825,0.0447505825814164,0.0286439714123519,-0.0887878935262497,"Class 1"
